problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,50.00%,0.000,0,,3,3,0,0,0,0,0,0
s2,TIME_LIMIT_EXCEEDED,5,38.71%,1.140,0.00390625,,5,0,0,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.020,5.16796875,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,1.47%,0.040,0.00390625,,0,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,0,0.00%,1.660,0.00390625,,0,0,0,0,0,0,0,0
d1p1,RUNTIME_ERROR,0,2.86%,0.230,9.03125,,0,0,0,0,0,0,0,0
d1p2,TIME_LIMIT_EXCEEDED,0,0.95%,5.510,1081.73046875,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.170,3.36328125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,14.29%,0.040,1.7109375,,1,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,7.03%,2.210,41.1484375,,0,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,1.110,2.07421875,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.040,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
j5,RUNTIME_ERROR,6,72.22%,0.000,0,,2,2,2,0,0,0,0,0
TOTAL,,63,30.77%,,,18.75%,,,,,,,,
